dest,source 
100 đồng,",100,đồng"
"163514 : Lúc 10h45 , GAS tăng 1",",163514,Lúc,10h45,GAS,1"
"500 đồng , dẫn_dắt cổ_phiếu dầu_khí cùng thăng_hoa",",500,đồng,dẫn_dắt,cổ_phiếu,dầu_khí,thăng_hoa"
"165692 : Nhóm cổ_phiếu địa_ốc tiếp_tục tăng , trong đó VIC , HAG tăng 500 đồng",",165692,Nhóm,cổ_phiếu,địa_ốc,VIC,HAG,500,đồng"
"166295 : VIC , HAG tăng 500 - 700 đồng , dẫn_dắt nhóm địa_ốc đi lên",",166295,VIC,HAG,500,700,đồng,dẫn_dắt,địa_ốc,đi"
"176360 : HSG , ITA giữ phong_độ cao , lên kịch trần , VIC tăng gấp đôi phiên_sáng",",176360,HSG,ITA,phong_độ,kịch,trần,VIC,gấp,đôi,phiên_sáng"
"182718 : Trong nhóm bất_động_sản , HAG tăng 500 đồng , khớp lệnh hơn 2,5 triệu",",182718,Trong,bất_động_sản,HAG,500,đồng,khớp,lệnh,25,triệu"
"185125 : Riêng VCB bật cao nhất rổ ngân_hàng , tăng 2",",185125,Riêng,VCB,bật,rổ,ngân_hàng,2"
300 đồng,",300,đồng"
"202004 : VPB đứng đầu đà tăng trong nhóm VN30 với 2,7 % , STB tăng 0,9 % , CTG tăng 0,6 %",",202004,VPB,đứng,đầu,đà,VN30,27,STB,09,CTG,06"
"NHÓM 0 - 54 118854 : Chiều nay , rổ VN30 ghi_nhận thêm HSG tăng hết biên_độ",",NHÓM,0,54,118854,Chiều,rổ,VN30,ghi_nhận,HSG,biên_độ"
"129372 : Từ 10h30 , rổ VN30 ghi_nhận GMD chạm trần",",129372,Từ,10h30,rổ,VN30,ghi_nhận,GMD,chạm,trần"
"130879 : Rổ VN30 ghi_nhận thêm CII , GMD , NTL , REE chạm trần",",130879,Rổ,VN30,ghi_nhận,CII,GMD,NTL,REE,chạm,trần"
"147929 : Từ 10h45 trở_đi , DIG chạm trần",",147929,Từ,10h45,trở_đi,DIG,chạm,trần"
"150295 : Rổ VN30 ghi_nhận thêm HAG , HSG , PVD tăng hết biên_độ",",150295,Rổ,VN30,ghi_nhận,HAG,HSG,PVD,biên_độ"
153873 : Rổ này ghi_nhận thêm STB tăng hết biên_độ,",153873,Rổ,ghi_nhận,STB,biên_độ"
158699 : Rổ VN30 ghi_nhận thêm PVF chạm trần,",158699,Rổ,VN30,ghi_nhận,PVF,chạm,trần"
173249 : Rổ VN30 thậm_chí còn ghi_nhận HSG tăng kịch trần,",173249,Rổ,VN30,ghi_nhận,HSG,kịch,trần"
"177625 : Rổ VN30 ghi_nhận REE , IJC tăng trần",",177625,Rổ,VN30,ghi_nhận,REE,IJC,trần"
NHÓM 0 - 55 14634 : Đứng đầu nhóm giảm_giá là KDC với mức trượt 1,",NHÓM,0,55,14634,Đứng,đầu,giảm_giá,KDC,trượt,1"
500 đồng,",500,đồng"
110698 : Riêng VIC giảm mạnh nhất rổ này rớt_giá 1,",110698,Riêng,VIC,rổ,rớt_giá,1"
500 đồng,",500,đồng"
"126026 : Nhóm cổ_phiếu tăng_giá mạnh nhất có cổ_phiếu Vinamilk VNM , mức tăng 35 %",",126026,Nhóm,cổ_phiếu,tăng_giá,cổ_phiếu,Vinamilk,VNM,35"
"128508 : STB là mã duy_nhất trong nhóm này rớt_giá , giảm 300 đồng",",128508,STB,mã,duy_nhất,rớt_giá,300,đồng"
"154570 : Blue - chip giảm_giá nhiều nhất là BVH , MSN giảm 3",",154570,Blue,chip,giảm_giá,BVH,MSN,3"
000 đồng,",000,đồng"
"155452 : DRC và DPM giảm mạnh nhất , 1",",155452,DRC,DPM,1"
300 - 1,",300,1"
400 đồng một cổ_phiếu,",400,đồng,cổ_phiếu"
"156834 : VCB rớt mạnh nhất nhóm này , giảm 600 đồng một cổ_phiếu",",156834,VCB,rớt,600,đồng,cổ_phiếu"
"156970 : Mất_giá mạnh nhất là VNM , MSN giảm 4",",156970,Mất_giá,VNM,MSN,4"
000 đồng một cổ_phiếu,",000,đồng,cổ_phiếu"
"157069 : Trong đó , VNM , MSN dẫn_đầu với mỗi mã giảm 4",",157069,Trong,VNM,MSN,dẫn_đầu,mã,4"
000 đồng,",000,đồng"
"157827 : Trong đó , VNM , VIC là 2 mã tăng mạnh nhất ( 1",",157827,Trong,VNM,VIC,2,mã,1"
000 đồng ),",000,đồng"
"159163 : VCB đi lên mạnh nhất nhóm này , tăng 1",",159163,VCB,đi,1"
000 đồng một cổ_phiếu,",000,đồng,cổ_phiếu"
"159881 : Trong đó , VNM tăng mạnh nhất 3",",159881,Trong,VNM,3"
000 đồng lên 134,",000,đồng,134"
000 đồng một cổ_phiếu,",000,đồng,cổ_phiếu"
"160857 : PVD , VNM , HSG giảm mạnh nhất , mất 1",",160857,PVD,VNM,HSG,1"
000 - 2,",000,2"
200 đồng một cổ_phiếu,",200,đồng,cổ_phiếu"
"162290 : Trong đó , KDC , VIC giảm mạnh nhất , mất 500 đồng mỗi mã",",162290,Trong,KDC,VIC,500,đồng,mã"
163227 : Mất_giá nhiều nhất là MSN giảm 2,",163227,Mất_giá,MSN,2"
"500 đồng , kế đến PGD giảm 1",",500,đồng,kế,PGD,1"
000 đồng,",000,đồng"
"166301 : MBB rớt mạnh nhất nhóm ngân_hàng , giảm 900 đồng một cổ_phiếu",",166301,MBB,rớt,ngân_hàng,900,đồng,cổ_phiếu"
"173248 : Nổi_bật nhất nhóm này là VNM , MSN lần_lượt cộng 1",",173248,Nổi_bật,VNM,MSN,lần_lượt,cộng,1"
000 - 1,",000,1"
500 đồng,",500,đồng"
"175120 : Trong đó , PVD bật lên mạnh nhất , tăng 2",",175120,Trong,PVD,bật,2"
000 đồng,",000,đồng"
"177429 : SSI , HCM bật cao nhất nhóm cổ_phiếu chứng_khoán , lần_lượt tăng 1",",177429,SSI,HCM,bật,cổ_phiếu,chứng_khoán,lần_lượt,1"
300 - 1,",300,1"
700 đồng,",700,đồng"
"178392 : VCB rớt mạnh nhất rổ tài_chính , giảm 400 đồng một cổ_phiếu",",178392,VCB,rớt,rổ,tài_chính,400,đồng,cổ_phiếu"
"180050 : Nhóm dầu_khí , PVD nổi_bật nhất với mức tăng 500 đồng",",180050,Nhóm,dầu_khí,PVD,nổi_bật,500,đồng"
181525 : PVS sụt 1,",181525,PVS,sụt,1"
"200 đồng một cổ_phiếu , giảm mạnh nhất rổ dầu_khí",",200,đồng,cổ_phiếu,rổ,dầu_khí"
"183720 : VCB tăng mạnh nhất rổ tài_chính , cộng thêm 2",",183720,VCB,rổ,tài_chính,cộng,2"
200 đồng một cổ_phiếu,",200,đồng,cổ_phiếu"
184496 : VCB tăng 1,",184496,VCB,1"
"800 đồng , mạnh nhất nhóm cổ_phiếu ngân_hàng",",800,đồng,cổ_phiếu,ngân_hàng"
"201104 : GAS tăng 3,2 % , trở_thành cổ_phiếu tăng mạnh nhất trong nhóm VN30",",201104,GAS,32,cổ_phiếu,VN30"
"NHÓM 0 - 56 157917 : Dẫn_đầu nhóm blue - chips với đà đi lên mạnh_mẽ , GMD tăng trần",",NHÓM,0,56,157917,Dẫn_đầu,blue,chips,đà,đi,mạnh_mẽ,GMD,trần"
"163165 : Một_số blue - chip cũng hỗ_trợ Vn - Index còn có GAS , BVH , CTG",",163165,Một_số,blue,chip,Vn,Index,GAS,BVH,CTG"
"165901 : Dù GAS đi ngang nhưng PET , PVT , PVD vẫn nhích lên",",165901,Dù,GAS,đi,ngang,PET,PVT,PVD,nhích"
"166437 : Một_số mã dầu_khí khác : PVT , PPC , PVD duy_trì được đà tăng",",166437,Một_số,mã,dầu_khí,PVT,PPC,PVD,duy_trì,đà"
"167945 : Ở rổ dầu_khí , GAS đi ngang nhưng PVD , PPC , PVT , PXS thẳng tiến",",167945,Ở,rổ,dầu_khí,GAS,đi,ngang,PVD,PPC,PVT,PXS,thẳng,tiến"
"173071 : Một_số mã dầu_khí như PET , PGD , PVD , PVT đồng_loạt giảm_giá 300 - 1",",173071,Một_số,mã,dầu_khí,PET,PGD,PVD,PVT,đồng_loạt,giảm_giá,300,1"
900 đồng,",900,đồng"
"173687 : GAS dẫn_dắt các mã dầu_khí : PPC , PGD , PVD , COM , CNG",",173687,GAS,dẫn_dắt,mã,dầu_khí,PPC,PGD,PVD,COM,CNG"
,
,
cùng đi lên,",đi"
"177623 : Các mã dầu_khí : PVT , PET , PPC , PVD đều đi lên",",177623,Các,mã,dầu_khí,PVT,PET,PPC,PVD,đi"
180452 : PGD tăng trần thay_thế GAS kéo rổ dầu_khí nhích lên,",180452,PGD,trần,thay_thế,GAS,kéo,rổ,dầu_khí,nhích"
"184497 : BVH dẫn_dắt các mã bảo_hiểm , chứng_khoán : BMI , BIC , AGR lên đỉnh",",184497,BVH,dẫn_dắt,mã,bảo_hiểm,chứng_khoán,BMI,BIC,AGR,đỉnh"
"NHÓM 0 - 57 196356 : Cổ_phiếu BID của BIDV chốt phiên tăng 5,5 % lên 35",",NHÓM,0,57,196356,Cổ_phiếu,BID,BIDV,chốt,phiên,55,35"
"500 đồng , CTG tăng 4,5 % , MBB tăng 3,4 % , VCB tăng 3,5 %",",500,đồng,CTG,45,MBB,34,VCB,35"
"197659 : REE giảm 2,2 % vào cuối phiên , SAB giảm 1,1 % , VCB giảm 1 % , BID giảm 2,1 % , MWG giảm 1,5 %",",197659,REE,22,phiên,SAB,11,VCB,1,BID,21,MWG,15"
"197698 : Cổ_phiếu MWG đến cuối phiên tăng 4,8 % , PNJ tăng 2 % , GAS tăng 1,7 %",",197698,Cổ_phiếu,MWG,phiên,48,PNJ,2,GAS,17"
"197787 : Đến cuối phiên , cổ_phiếu VIC giảm 1,8 % , VNM giảm 1,2 % , VCB giảm 1,7 % , VRE giảm 1,1 %",",197787,Đến,phiên,cổ_phiếu,VIC,18,VNM,12,VCB,17,VRE,11"
"200884 : Cổ_phiếu NVL giảm hơn 4 % , VRE giảm 3,7 % , GMD giảm 3,4 % , SSI và VRE giảm gần 3 %",",200884,Cổ_phiếu,NVL,4,VRE,37,GMD,34,SSI,VRE,3"
"201102 : VCB , VRE mất 2,7 % , TCB giảm 2,5 % , HDB , VPB , VHM giảm trên 2 %",",201102,VCB,VRE,27,TCB,25,HDB,VPB,VHM,2"
"201767 : CTG tăng 3,7 % , VPB , HDB tăng trên 3 % , VCB tăng 2 % , MBB tăng 1,7 %",",201767,CTG,37,VPB,HDB,3,VCB,2,MBB,17"
"201898 : TCB tăng 3 % , MBB và HDB tăng 2,5 % , STB tăng 1,9 % , BID tăng 1,3 % , CTG tăng 0,9 %",",201898,TCB,3,MBB,HDB,25,STB,19,BID,13,CTG,09"
"NHÓM 0 - 58 92769 : Ngược_lại , CTG , FPT , HAG , KBC , KDC , SSI , VCB , VNM bị trừ mất 0,1 - 2 điểm",",NHÓM,0,58,92769,Ngược_lại,CTG,FPT,HAG,KBC,KDC,SSI,VCB,VNM,trừ,01,2"
"95425 : BVH , VNM giảm nhẹ , MSN , VIC đứng giá trong khi SSI và STB tăng 100 - 200 đồng",",95425,BVH,VNM,nhẹ,MSN,VIC,đứng,giá,SSI,STB,100,200,đồng"
"99311 : MSN , VNM mất 3 điểm , trong khi VPL , HPG , SSI , KDC bị trừ 0,2 - 0,5 điểm",",99311,MSN,VNM,3,VPL,HPG,SSI,KDC,trừ,02,05"
"102149 : BVH giảm 500 đồng , REE , SJS mất 200 đồng , MSN , VNM đứng giá , VIC tăng nhẹ",",102149,BVH,500,đồng,REE,SJS,200,đồng,MSN,VNM,đứng,giá,VIC,nhẹ"
"102766 : BVH , MSN , VCB giảm hơn 1",",102766,BVH,MSN,VCB,1"
"000 đồng mỗi đơn_vị , VIC , REE , KDC giao_dịch quanh mốc tham_chiếu",",000,đồng,VIC,REE,KDC,giao_dịch,quanh,mốc,tham_chiếu"
"137612 : BVH , KDC cùng chạm trần trong khi VIC , HAG , GMD , MSN tăng 500 - 4",",137612,BVH,KDC,chạm,trần,VIC,HAG,GMD,MSN,500,4"
000 đồng,",000,đồng"
"145952 : BVH , VNM rớt 300 - 1000 đồng trong khi PVF , REE , OGC , VSH giảm nhẹ 100 đồng",",145952,BVH,VNM,rớt,300,1000,đồng,PVF,REE,OGC,VSH,nhẹ,100,đồng"
"151879 : VIC , VNM , BVH , MSN , KDC rớt_giá sâu hơn phiên_sáng , mất 1",",151879,VIC,VNM,BVH,MSN,KDC,rớt_giá,sâu,phiên_sáng,1"
000 - 2,",000,2"
500 đồng một cổ_phiếu,",500,đồng,cổ_phiếu"
"155753 : Blue - chip : VIC , PVD , BVH , GMD , MSN rớt mạnh 1",",155753,Blue,chip,VIC,PVD,BVH,GMD,MSN,rớt,1"
000 - 4,",000,4"
000 đồng kéo thị_trường chùng xuống,",000,đồng,kéo,thị_trường,chùng"
"156183 : BVH , HAG , MSN rớt 2",",156183,BVH,HAG,MSN,rớt,2"
000 - 3,",000,3"
"000 đồng trong khi VIC , GMD , DCR , DPM giảm 1",",000,đồng,VIC,GMD,DCR,DPM,1"
000 - 1,",000,1"
200 đồng,",200,đồng"
"156216 : BVH , HAG , MSN rớt 2",",156216,BVH,HAG,MSN,rớt,2"
000 - 3,",000,3"
"000 đồng trong khi VIC , GMD , DCR , DPM giảm 1",",000,đồng,VIC,GMD,DCR,DPM,1"
000 - 1,",000,1"
200 đồng,",200,đồng"
"156625 : REE , PVD , PGD , mất 400 đồng trong khi DRC , BVH , GMD giảm 700 - 900 đồng",",156625,REE,PVD,PGD,400,đồng,DRC,BVH,GMD,700,900,đồng"
"158864 : BVH , KDC , MSN , VNM , PGD giảm khá mạnh , mất 500 - 1",",158864,BVH,KDC,MSN,VNM,PGD,500,1"
900 đồng một cổ_phiếu,",900,đồng,cổ_phiếu"
"162369 : VIC và PNJ rớt 500 đồng , còn BVH , SBT , CII , DPM , DIG giảm nhẹ",",162369,VIC,PNJ,rớt,500,đồng,BVH,SBT,CII,DPM,DIG,nhẹ"
"163230 : BVH , HSG , PVD mất_giá mạnh hơn lúc mở_cửa , bị trừ 700 - 1",",163230,BVH,HSG,PVD,mất_giá,mở_cửa,trừ,700,1"
500 đồng,",500,đồng"
"164027 : VIC , MSN đỏ_lửa trong khi BVH , HPG , STB , DPM giảm 100 - 200 đồng",",164027,VIC,MSN,đỏ_lửa,BVH,HPG,STB,DPM,100,200,đồng"
"170266 : VIC , REE , PPC , PVD , MSN rớt sâu thêm , giảm 500 - 1",",170266,VIC,REE,PPC,PVD,MSN,rớt,sâu,500,1"
500 đồng,",500,đồng"
175328 : MSN giảm 6,",175328,MSN,6"
"000 đồng trong khi VCB , GAS , VNM , BVH , VIC giảm 500 - 1",",000,đồng,VCB,GAS,VNM,BVH,VIC,500,1"
500 đồng,",500,đồng"
"175659 : Thị_trường chùng xuống với BVH , VNM , VIC , DPM , HSG rớt 600 - 2",",175659,Thị_trường,chùng,BVH,VNM,VIC,DPM,HSG,rớt,600,2"
000 đồng,",000,đồng"
"178839 : Trước giờ đóng_cửa , OGC , HAG , REE , FPT , BVH , MSN , GAS tăng 200 - 2",",178839,Trước,đóng_cửa,OGC,HAG,REE,FPT,BVH,MSN,GAS,200,2"
000 đồng,",000,đồng"
"179045 : Trong khi đó , VCB , VIC , VNM , MSN , BVH lần_lượt bị trừ 200 - 1",",179045,Trong,VCB,VIC,VNM,MSN,BVH,lần_lượt,trừ,200,1"
600 đồng,",600,đồng"
"179648 : Ngoại_trừ GAS đi lên , số còn lại VCB , BVH , VIC , MSN lần_lượt giảm 200 - 3",",179648,Ngoại_trừ,GAS,đi,VCB,BVH,VIC,MSN,lần_lượt,200,3"
000 đồng,",000,đồng"
"180939 : VIC , BVH , VNM , GAS lần_lượt giảm 500 - 4",",180939,VIC,BVH,VNM,GAS,lần_lượt,500,4"
"000 đồng , VCB và STB cũng đỏ_lửa",",000,đồng,VCB,STB,đỏ_lửa"
"182703 : Sau hơn 2 giờ đồng_hồ giao_dịch , VIC , KDC , BVH , MSN lần_lượt tăng 100 - 1",",182703,Sau,2,đồng_hồ,giao_dịch,VIC,KDC,BVH,MSN,lần_lượt,100,1"
000 đồng,",000,đồng"
"183124 : FLC giảm sàn trong khi VMM , KDC , BVH , PVD lần_lượt mất 1",",183124,FLC,sàn,VMM,KDC,BVH,PVD,lần_lượt,1"
000 - 2,",000,2"
000 đồng,",000,đồng"
"NHÓM 0 - 59 124362 : BVH , ITA chạm sàn , 2 sàn tăng giảm ngược chiều 167483 : GAS và VNM tăng giảm ngược chiều nhau",",NHÓM,0,59,124362,BVH,ITA,chạm,sàn,2,sàn,ngược,chiều,167483,GAS,VNM,ngược,chiều"
"180404 : Ở chiều ngược_lại VCB , VNM , VIC , KDC đều lao dốc",",180404,Ở,chiều,ngược_lại,VCB,VNM,VIC,KDC,lao,dốc"
"198367 : Ở chiều ngược_lại , cổ_phiếu VNM của Vinamilk giảm 1,6 % , DPM giảm 1,4 % , BID giảm 1 %",",198367,Ở,chiều,ngược_lại,cổ_phiếu,VNM,Vinamilk,16,DPM,14,BID,1"
"198743 : Ở chiều ngược_lại , VRE tăng 2,8 % , HPG và HDB tăng trên 1 %",",198743,Ở,chiều,ngược_lại,VRE,28,HPG,HDB,1"
"199174 : Ở chiều ngược_lại , cổ_phiếu DPM dẫn_đầu đà tăng với 2,3 %",",199174,Ở,chiều,ngược_lại,cổ_phiếu,DPM,dẫn_đầu,đà,23"
"199942 : Ở chiều ngược_lại , ROS giảm 2,3 % , BVH giảm 1,3 % , REE và SSI giảm 0,8 %",",199942,Ở,chiều,ngược_lại,ROS,23,BVH,13,REE,SSI,08"
"200357 : BVH và EIB cùng giảm 2,1 % , SSI giảm 1,6 % , MSN giảm 1,4 %",",200357,BVH,EIB,21,SSI,16,MSN,14"
"201005 : Ở chiều ngược_lại , GMD và CTD giảm trên 2 % , HPG giảm 1,3 % , DPM giảm 1,2 %",",201005,Ở,chiều,ngược_lại,GMD,CTD,2,HPG,13,DPM,12"
"201008 : PLX chốt phiên_giảm 1,4 % , PVS và PVD cùng giảm trên 1 %",",201008,PLX,chốt,phiên_giảm,14,PVS,PVD,1"
"201769 : Ở chiều giảm , ROS tiếp_tục giảm sàn , xuống 13",",201769,Ở,chiều,ROS,sàn,13"
"050 đồng , BVH mất 1,4 %",",050,đồng,BVH,14"
"NHÓM 0 - 60 118493 : BVH , HPG , VCB hãm đà_giảm",",NHÓM,0,60,118493,BVH,HPG,VCB,hãm,đà_giảm"
158420 : GAS và BVH hãm đà tăng,",158420,GAS,BVH,hãm,đà"
"185081 : VNM , VCB , BVH hãm đà_giảm",",185081,VNM,VCB,BVH,hãm,đà_giảm"
NHÓM 0 - 61 160675 : VCB,",NHÓM,0,61,160675,VCB"
"NHÓM 0 - 62 20741 : Các mã tăng kịch trần gồm có ABT , BTC , PVD , BMC , REE , FPT , SAV",",NHÓM,0,62,20741,Các,mã,kịch,trần,ABT,BTC,PVD,BMC,REE,FPT,SAV"
"28006 : Trong nhóm tăng_giá , ITA và TAC cùng tiến thêm 3",",28006,Trong,tăng_giá,ITA,TAC,tiến,3"
000 đồng / cổ_phiếu,",000,đồng,cổ_phiếu"
"40383 : Đến hôm_nay , FPT , REE , STB , TCM đã có 15 phiên giảm_giá liên_tục",",40383,Đến,hôm_nay,FPT,REE,STB,TCM,15,phiên,giảm_giá,liên_tục"
"41139 : 145 mã chứng_khoán giảm_giá , 3 cổ_phiếu cùng tăng 0,3 điểm là CII , HMC , SSC",",41139,145,mã,chứng_khoán,giảm_giá,3,cổ_phiếu,03,CII,HMC,SSC"
"55349 : SSI , STB , REE cùng đi lên , trong đó REE tăng trần",",55349,SSI,STB,REE,đi,REE,trần"
"76401 : Ngoại_trừ VIS , PHT tăng trần , những mã còn lại nhích nhẹ",",76401,Ngoại_trừ,VIS,PHT,trần,mã,nhích,nhẹ"
"96171 : Trong số này , BGM , GTT , KSS , PVT tăng kịch trần",",96171,Trong,BGM,GTT,KSS,PVT,kịch,trần"
"100007 : Ngoài HAG , có thêm SJS ngược dòng tăng trần",",100007,Ngoài,HAG,SJS,ngược,dòng,trần"
"100316 : Ngoài STB , cổ_phiếu VIC cũng tăng trần trong phiên sáng nay",",100316,Ngoài,STB,cổ_phiếu,VIC,trần,phiên"
"102383 : HVG , KDH , SJS tăng trần trong khi SBT , OGC giảm sàn",",102383,HVG,KDH,SJS,trần,SBT,OGC,sàn"
"103427 : Qua 5 phiên giao_dịch , CTG tăng 4 % , SJS và GMD cùng tăng 6 %",",103427,Qua,5,phiên,giao_dịch,CTG,4,SJS,GMD,6"
"106202 : Trong đó , PNJ và SJS là 2 mã tăng kịch trần",",106202,Trong,PNJ,SJS,2,mã,kịch,trần"
"106242 : Trong đó , PNJ và SJS là 2 mã tăng kịch trần",",106242,Trong,PNJ,SJS,2,mã,kịch,trần"
"117927 : Trong số những mã tăng , có 3 mã tăng trần là HAG , IJC , VIC",",117927,Trong,mã,3,mã,trần,HAG,IJC,VIC"
"122096 : BVH và STB vẫn kịch trần , HPG cũng theo đà chạm trần theo",",122096,BVH,STB,kịch,trần,HPG,đà,chạm,trần"
149485 : PVF vẫn giữ phong_độ và kịch trần phiên thứ 2 liên_tiếp,",149485,PVF,phong_độ,kịch,trần,phiên,2,liên_tiếp"
"149992 : BVH sắp chạm trần , VIC tăng 3",",149992,BVH,chạm,trần,VIC,3"
"000 đồng một cổ_phiếu , SBT tăng hết biên_độ",",000,đồng,cổ_phiếu,SBT,biên_độ"
"154317 : Cổ_phiếu dẫn_dắt như ITA , ITC , KBC , LCG tăng mạnh lên giá_trần",",154317,Cổ_phiếu,dẫn_dắt,ITA,ITC,KBC,LCG,giá_trần"
"158852 : Những mã tăng mạnh gồm : PVC , NTP , LAS lần_lượt lên 700 - 2",",158852,Những,mã,PVC,NTP,LAS,lần_lượt,700,2"
"500 đồng , PVG chạm trần",",500,đồng,PVG,chạm,trần"
NHÓM 0 - 63 35996 : Blue - chip REE và GMD cùng tiến thêm 3,",NHÓM,0,63,35996,Blue,chip,REE,GMD,tiến,3"
000 đồng,",000,đồng"
41981 : Cùng mức tăng 2,",41981,Cùng,2"
"500 đồng thuộc về cổ_phiếu VIC , VNM",",500,đồng,cổ_phiếu,VIC,VNM"
46488 : Cùng tăng 6,",46488,Cùng,6"
000 đồng là hai mã DHG và FPT,",000,đồng,hai,mã,DHG,FPT"
"156049 : FPT , DRC , REE cũng cộng thêm 400 - 600 đồng một cổ_phiếu",",156049,FPT,DRC,REE,cộng,400,600,đồng,cổ_phiếu"
"156828 : BVH , CSM , DPM cùng mất 700 đồng một cổ_phiếu",",156828,BVH,CSM,DPM,700,đồng,cổ_phiếu"
"164191 : BVH , MSN cũng lần_lượt lên 300 - 1500 đồng một cổ_phiếu",",164191,BVH,MSN,lần_lượt,300,1500,đồng,cổ_phiếu"
"177423 : KDC , HAG , HSG cùng cộng 500 đồng một cổ_phiếu",",177423,KDC,HAG,HSG,cộng,500,đồng,cổ_phiếu"
"198744 : Ba cổ_phiếu FPT , MSN và REE cùng tăng 0,7 %",",198744,Ba,cổ_phiếu,FPT,MSN,REE,07"
"NHÓM 0 - 64 117564 : VNM , DPM , PNJ , VIC tăng_giá mạnh 1",",NHÓM,0,64,117564,VNM,DPM,PNJ,VIC,tăng_giá,1"
000 - 2,",000,2"
500 đồng mỗi cổ_phiếu,",500,đồng,cổ_phiếu"
"130857 : CII , DIG , DPM , GMD , BVH tăng từ 300 - 600 đồng",",130857,CII,DIG,DPM,GMD,BVH,300,600,đồng"
"136675 : EIB , HSG , FPT , GMD , MSN tăng 200 - 1",",136675,EIB,HSG,FPT,GMD,MSN,200,1"
500 đồng,",500,đồng"
"144378 : FPT , MBB , VIC , VNM thỏa_thuận khủng 144464 : FPT , MBB , VIC , VNM thỏa_thuận khủng 150093 : GMD , HSG , MBB , OGC , CII tăng 100 đồng",",144378,FPT,MBB,VIC,VNM,thỏa_thuận,khủng,144464,FPT,MBB,VIC,VNM,thỏa_thuận,khủng,150093,GMD,HSG,MBB,OGC,CII,100,đồng"
"153163 : HSG , HAG , DPM , BVH lên 700 - 1",",153163,HSG,HAG,DPM,BVH,700,1"
000 đồng một cổ_phiếu,",000,đồng,cổ_phiếu"
"157705 : SBT , HSG , DRC , HPG , PNJ , VIC tăng 100 - 1",",157705,SBT,HSG,DRC,HPG,PNJ,VIC,100,1"
500 đồng,",500,đồng"
"158411 : HSG , HPG , BVH và MSN tăng 500 - 1",",158411,HSG,HPG,BVH,MSN,500,1"
000 đồng,",000,đồng"
"159688 : BVH , DRC , OGC , MSN tăng 50 - 1",",159688,BVH,DRC,OGC,MSN,50,1"
000 đồng,",000,đồng"
"161607 : HAG , SSI , CSM , MSN , VIC tăng 200 - 500 đồng",",161607,HAG,SSI,CSM,MSN,VIC,200,500,đồng"
"162260 : VIC , FPT , HSG , PGD , VSH tăng 500 - 600 đồng",",162260,VIC,FPT,HSG,PGD,VSH,500,600,đồng"
"162560 : REE , VSH , CII , BVH cùng tăng 400 đồng",",162560,REE,VSH,CII,BVH,400,đồng"
"162851 : STB , HPG , PPC , SBT , GMD , HSG giảm 200 - 400 đồng",",162851,STB,HPG,PPC,SBT,GMD,HSG,200,400,đồng"
"163037 : FPT , HSG , DPM , CSM giảm 400 đồng",",163037,FPT,HSG,DPM,CSM,400,đồng"
"163635 : REE , PPC , HPG , CSM , PVD , GAS , HSG tăng 100 - 600 đồng",",163635,REE,PPC,HPG,CSM,PVD,GAS,HSG,100,600,đồng"
"163699 : FPT , CSM , DRC , KDC , VNM tăng 700 - 2",",163699,FPT,CSM,DRC,KDC,VNM,700,2"
000 đồng,",000,đồng"
"165017 : VCB , PET , FPT , VIC tăng 300 - 500 đồng",",165017,VCB,PET,FPT,VIC,300,500,đồng"
"169011 : REE , KDC , PPC , DRC , PVD tăng 300 - 1",",169011,REE,KDC,PPC,DRC,PVD,300,1"
000 đồng,",000,đồng"
"175157 : PVD , HSG , VIC , HPG đều tăng ít_nhất 1",",175157,PVD,HSG,VIC,HPG,1"
000 đồng,",000,đồng"
"176342 : MSN , REE , HPG , VIC , KDC , HSG tăng 500 - 2",",176342,MSN,REE,HPG,VIC,KDC,HSG,500,2"
900 đồng,",900,đồng"
"NHÓM 0 - 65 18494 : Hàng_loạt cổ_phiếu thanh khoản khác như STB , VNM , REE giảm 1",",NHÓM,0,65,18494,Hàng_loạt,cổ_phiếu,khoản,STB,VNM,REE,1"
000 đồng,",000,đồng"
"41307 : Mã tăng điểm nhiều nhất lần_lượt là DHG , VDL , NKD , SGH và ITA",",41307,Mã,lần_lượt,DHG,VDL,NKD,SGH,ITA"
"79087 : DRC , LCG , GIL , SBT , NVT đều mất trên 20 % giá_trị",",79087,DRC,LCG,GIL,SBT,NVT,20"
"99692 : HQC , ITC , OGC , PVF , STB chuyển_nhượng nhiều nhất phiên , 1 - 2,28 triệu cổ_phiếu",",99692,HQC,ITC,OGC,PVF,STB,chuyển_nhượng,phiên,1,228,triệu,cổ_phiếu"
"112284 : Các mã rớt_giá nhiều hơn OGC , CII , DIG , VIC giảm 300 - 500 đồng",",112284,Các,mã,rớt_giá,OGC,CII,DIG,VIC,300,500,đồng"
"116122 : GAS , BVH giảm sàn , STB và EIB dư bán sàn 1,5 - 3,5 triệu cổ_phiếu",",116122,GAS,BVH,sàn,STB,EIB,dư,sàn,15,35,triệu,cổ_phiếu"
"153182 : Nhiều cổ_phiếu lớn : BVH , GMD , HAP , OGC , PVF đua nhau đụng trần",",153182,Nhiều,cổ_phiếu,BVH,GMD,HAP,OGC,PVF,đua,đụng,trần"
"157976 : Nhóm blue - chip bất_động_sản , HAG giảm 400 đồng từ giá tham_chiếu , giao_dịch gần 600",",157976,Nhóm,blue,chip,bất_động_sản,HAG,400,đồng,giá,tham_chiếu,giao_dịch,600"
