dest,source 
"_Do_vậy_nhà_đầu_tư_tham_gia_thị_trường_trong_thời_gian_này_với_tâm_thế_lướt_sóng_là_chủ_yếu,_khi_mà_viễn_cảnh_đảo_chiều_của_Vn-Index_có_thể_xảy_ra_bất_cứ_lúc_nào._",nhà_đầu_tư_trường_trong_với_là_của_Vn-Index_có_
"_Doanh_nghiệp_niêm_yết_vẫn_còn_gặp_nhiều_khó_khăn,_sắp_tới_HOSE_lại_đón_thêm_hàng_khủng_của_PFVC..._Do_vậy,_Vn-Index_trong_trung_hạn_vẫn_còn_nhiều_thách_thức_để_phục_hồi._",của_Vn-Index_trong_
"_Vị_chuyên_gia_này_nhận_định,_hiện_tại_sức_cầu_với_cổ_phiếu_là_quá_yếu_nên_dù_lượng_bán_ra_không_lớn_nhưng_Vn-Index_vẫn_liên_tiếp_mất_điểm._",với_cổ_phiếu_là_Vn-Index_điểm_
"_Giao_dịch_Vn-Index_vẫn_ở_mức_cầm_chừng_bởi_giới_đầu_tư_đang_thận_trọng_nghe_ngóng,_xem_xét_liệu_có_còn_những_trường_hợp_cổ_phiếu_bị_đưa_vào_diện_kiểm_soát_trong_thời_gian_tới._",dịch_Vn-Index_mức_đầu_tư_có_trường_cổ_phiếu_và_trong_
"_Nhiều_người_nhận_thấy_đây_là_cơ_hội_cho_mình_đã_nhanh_chóng_""hấp_thụ""_lượng_cung_hàng_với_hy_vọng_sẽ_đón_những_bước_tăng_mới_của_Vn-Index_trong_tương_lai._",là_với_tăng_của_Vn-Index_trong_tư_
_Tâm_lý_nhà_đầu_tư_tỏ_ra_thận_trọng_bởi_ngay_cả_giao_dịch_ngắn_hạn_cũng_mang_nhiều_rủi_ro_do_xu_hướng_đảo_chiều_của_Vn-Index_luôn_diễn_ra_một_cách_bất_ngờ._,nhà_đầu_tư_giao_dịch_của_Vn-Index_
"_Nhưng_tín_hiệu_tích_cực_của_Vn-Index_đã_xuất_hiện_vào_cuối_phiên_hôm_qua,_khi_nhà_đầu_tư_tỏ_ra_không_muốn_bán_tháo_cổ_phiếu_mà_chờ_đợi_thị_trường_tăng_trở_lại._",của_Vn-Index_và_phiên_nhà_đầu_tư_cổ_phiếu_trường_tăng_
"_Thanh_khoản_thấp_đang_là_yếu_tố_đáng_chú_ý_nhất_trên_thị_trường_ở_thời_điểm_hiện_nay,_và_cũng_là_lý_do_khiến_giới_đầu_tư_thận_trọng_trước_khả_năng_Vn-Index_đi_lên._",là_trường_điểm_và_là_đầu_tư_Vn-Index_lên_
"_Ngược_lại,_đối_với_nhà_đầu_tư_ngắn_hạn_theo_xu_thế_hoặc_lướt_sóng_thì_điểm_giải_ngân_vẫn_chưa_xuất_hiện_khi_mà_xu_thế_tăng_vẫn_chưa_được_xác_lập_trở_lại_cho_Vn-Index._",với_nhà_đầu_tư_điểm_tăng_Vn-Index_
"_Mặt_khác,_đây_lại_là_những_blue-chip_nên_khi_xả_ra_lượng_hàng_này,_thị_trường_chắc_chắn_bị_ảnh_hưởng,_Vn-Index_giảm_điểm_là_điều_không_tránh_khỏi._",là_trường_Vn-Index_giảm_điểm_là_
"_Nhà_đầu_tư_không_dám_đặt_mua_giá_cao_do_lo_sợ_rủi_ro_T+4,_nhất_là_khi_Vn-Index_hôm_qua_giảm_khá_mạnh_cộng_với_diễn_biến_kém_tích_cực_của_chứng_khoán_thế_giới._",đầu_tư_number_là_Vn-Index_giảm_với_của_
"_“Nếu_nhìn_Vn-Index_hiện_ở_mức_450_điểm,_người_ta_sẽ_không_nhận_thấy_sự_suy_giảm_nghiêm_trọng_của_nhiều_loại_cổ_phiếu_đặc_biệt_là_các_penny._",Vn-Index_mức_number_điểm_giảm_của_cổ_phiếu_là_
_Nhiều_nhà_đầu_tư_cũng_như_các_chuyên_gia_chứng_khoán_khác_cùng_thấy_khó_hiểu_về_đà_tăng_điểm_liên_tục_của_nhiều_cổ_phiếu_và_Vn-Index_bởi_3_lý_do._,nhà_đầu_tư_tăng_điểm_của_cổ_phiếu_và_Vn-Index_number_
_Nếu_thực_sự_thị_trường_đang_trong_xu_thế_hồi_phục_thì_việc_chờ_đợi_Vn-Index_điều_chỉnh_rồi_tăng_trở_lại_mới_tham_gia_sẽ_không_làm_mất_đi_nhiều_cơ_hội_của_nhà_đầu_tư._,trường_trong_Vn-Index_tăng_là_của_nhà_đầu_tư_
"_Ngoài_ra,_phần_lớn_các_blue-chip_trên_Vn-Index_đã_mở_hết_room_cho_khối_ngoại_nên_lực_cầu_cho_các_cổ_phiếu_này_không_còn_cao_như_trước_nữa._",Vn-Index_cổ_phiếu_
"_Vn-Index_lập_tức_giảm_sâu_đúng_thực_chất_thị_trường,_chứ_không_còn_giảm_nhẹ_do_có_sự_tăng_giá_của_một_số_trụ_cột_""chống_lưng""_như_đã_từng_diễn_ra._",Vn-Index_giảm_trường_giảm_có_tăng_của_
"_“Hiện_tại,_chúng_ta_cũng_đang_đối_mặt_với_khả_năng_điều_chỉnh_của_thị_trường_nhưng_tôi_tin_là_Vn-Index_không_thể_quay_về_đáy_gần_nhất”,_ông_Hào_nhận_định._",với_của_trường_là_Vn-Index_
"_Việc_giải_ngân_thời_điểm_này_được_nhà_đầu_tư_cân_nhắc_hơn_khi_xu_hướng_điều_chỉnh_của_Vn-Index_chưa_kết_thúc_và_giao_dịch_bớt_sôi_động,_thanh_khoản_có_dấu_hiệu_thụt_lùi_dần._",điểm_nhà_đầu_tư_của_Vn-Index_và_giao_dịch_có_
"_""Phiên_tăng_9_điểm_trên_VN-Index_gần_đây_có_liên_quan_lớn_tới_việc_các_quỹ_ETF_chốt_danh_mục_đầu_tư_nên_không_nói_lên_điều_gì_về_xu_hướng_cả._",tăng_number_điểm_VN-Index_có_đầu_tư_lên_
_Chúng_tôi_không_đánh_giá_cao_mẫu_hình_giá_hiện_tại_của_cả_2_chỉ_số_chứng_khoán_Vn-Index_và_HNX-Index_khi_mà_chúng_phản_ánh_những_rủi_ro_tiềm_ẩn_đối_với_những_giao_dịch_T_._,của_number_Vn-Index_và_với_giao_dịch_
"_Tuy_nhiên_tín_hiệu_đảo_chiều_của_Vn-Index_lại_khiến_dân_lướt_sóng_rủ_nhau_chuẩn_bị_bắt_đáy,_do_vậy_các_nhà_đầu_tư_vẫn_phải_tuyệt_đối_cảnh_giác,_nhân_viên_này_nói_thêm._",của_Vn-Index_nhà_đầu_tư_
"_""Rủi_ro_điều_chỉnh_vẫn_hiện_hữu_khi_mặt_bằng_giá_cổ_phiếu_đã_lên_cao,_tuy_nhiên_nhiều_yếu_tố_đang_ủng_hộ_xu_hướng_liên_tục_thiết_lập_đỉnh_mới_của_VN-Index"",_ông_Minh_nhận_xét._",cổ_phiếu_lên_của_VN-Index_
"_Người_cầm_tiền_thì_chờ_đợi_thị_trường_có_tín_hiệu_rõ_ràng_hơn_về_xu_hướng_mới,_còn_người_cầm_cổ_phiếu_thì_chần_chừ_đợi_VN-Index_tiến_tới_ngưỡng_kháng_cự_mạnh._NHÓM_103_",trường_có_cổ_phiếu_VN-Index_NHÓM_number_
"_Chỉ_số_VN-Index_đã_tăng_2,49_điểm_vào_phiên_cuối_tuần,_song_vẫn_còn_thấp_hơn_cuối_tuần_trước_2,99_điểm._",VN-Index_tăng_number_điểm_và_phiên_number_điểm_
"_Khi_chỉ_còn_cách_ngưỡng_hỗ_trợ_800_vỏn_vẹn_8,5_điểm,_Vn-Index_nhích_nhẹ_0,33_điểm_ở_đợt_giao_dịch_cuối,_đóng_cửa_đạt_808,83_điểm._",number_number_điểm_Vn-Index_number_điểm_đợt_giao_dịch_cửa_number_điểm_
"_Đóng_cửa_phiên_cuối_tháng,_Vn-Index_chốt_ở_414,1_điểm_trong_khi_phiên_đầu_tháng_5_chỉ_số_chứng_khoán_ở_mức_521,28_điểm._",cửa_phiên_Vn-Index_number_điểm_trong_phiên_đầu_number_mức_number_điểm_
"_Song_hành_cùng_sự_đi_lên_của_Vn-Index,_HaSTC-Index_chốt_phiên_cuối_tuần_đã_cộng_thêm_2,43_điểm_(2,2%),_dừng_ở_113,07_điểm._",lên_của_Vn-Index_phiên_number_điểm_number_%_number_điểm_
"_Mức_tăng_điểm_của_Vn-Index_cũng_đuối_dần,_và_chỉ_số_chốt_phiên_tại_251,44_điểm,_chỉ_tiến_được_0,43_điểm_(0,17%)._",tăng_điểm_của_Vn-Index_và_phiên_number_điểm_number_điểm_number_%_
"_Kết_thúc_phiên_giao_dịch_với_nhiều_giằng_co_mạnh,_Vn-Index_tiến_gần_ngưỡng_480_điểm_và_đóng_cửa_ở_mức_479,13_điểm,_tăng_8,38_điểm_(1,78%)._",phiên_giao_dịch_với_Vn-Index_number_điểm_và_cửa_mức_number_điểm_tăng_number_điểm_number_%_
"_Vn-Index_vừa_mới_tăng_lên_đã_hạ_xuống,_song_đóng_cửa_ngày_8/4_vẫn_kịp_nhích_nhẹ_0,11_điểm_(0,02%),_kết_thúc_giao_dịch_tại_515,93_điểm._",Vn-Index_tăng_lên_cửa_number_number_number_điểm_number_%_giao_dịch_number_điểm_
_Tăng_điểm_nhẹ_trong_phiên_cuối_tuần_nhưng_Vn-Index_vẫn_chưa_thể_vượt_qua_mức_kháng_cự_500_điểm._,điểm_trong_phiên_Vn-Index_number_
"_Song,_nhờ_lực_mua_lớn_vào_gần_cuối_phiên,_nên_Vn-Index_đóng_cửa_chỉ_vơi_3,13_điểm_(0,68%),_đạt_450,77_điểm._",và_phiên_Vn-Index_cửa_number_điểm_number_%_number_điểm_
"_Vn-Index_tăng_gần_4_điểm_trong_phiên_hôm_qua_và_tiếp_tục_tích_lũy_thêm_5,37_điểm_trong_sáng_nay_để_chốt_giao_dịch_tại_439,85_điểm._",Vn-Index_tăng_number_điểm_trong_phiên_và_number_điểm_trong_giao_dịch_number_điểm_
"_Kết_thúc_phiên_13/5,_Vn-Index_tiếp_tục_giảm,_với_số_điểm_bị_trừ_(2,47_điểm)_cao_hơn_hẳn_hôm_qua,_chốt_tại_479,67_điểm._",phiên_number_number_Vn-Index_giảm_với_điểm_number_điểm_number_điểm_
"_Vn-Index_sáng_nay_có_lúc_mất_hơn_3_điểm_nhưng_đã_kịp_tăng_1,68_điểm_sau_đó,_đóng_cửa_ở_412,59_điểm._",Vn-Index_có_number_điểm_tăng_number_điểm_cửa_number_điểm_
"_Lần_đầu_tiên_trong_hơn_hai_năm_qua,_Vn-Index_đóng_cửa_phiên_dưới_380_điểm,_sáng_nay_chỉ_còn_379,62_điểm._",đầu_trong_Vn-Index_cửa_phiên_number_điểm_number_điểm_
"_Thay_vì_tăng_gần_5_điểm_lúc_giữa_phiên,_Vn-Index_chốt_giao_dịch_cuối_năm_Tân_Mão_giảm_0,43_điểm,_chỉ_còn_373_điểm._",tăng_number_điểm_phiên_Vn-Index_giao_dịch_giảm_number_điểm_number_điểm_
"_Trong_khi_đó,_Vn-Index_chỉ_còn_giảm_3_điểm,_thay_vì_mất_hơn_7_điểm_như_đầu_phiên,_kết_thúc_tại_442_điểm._",Vn-Index_giảm_number_điểm_number_điểm_đầu_phiên_number_điểm_
"_Trong_phiên_giao_dịch_cuối_tuần,_VN-Index_tăng_tới_hơn_10_điểm_và_từng_có_lúc_tiến_sát_mốc_550._",phiên_giao_dịch_VN-Index_tăng_number_điểm_và_có_number_
"_Chốt_phiên_giao_dịch_cuối_ngày,_Vn-Index_tăng_mạnh_5,74_điểm,_xây_chắc_ở_mốc_625,88_điểm,_giao_dịch_182_triệu_cổ_phiếu,_tương_đương_3.515,61_tỷ_đồng._",phiên_giao_dịch_Vn-Index_tăng_number_điểm_number_điểm_giao_dịch_number_triệu_cổ_phiếu_tư_đương_number_number_tỷ_đồng_
"_Sau_12_tháng,_Vn-Index_của_sàn_HOSE_tăng_gần_15%,_trong_khi_HNX-Index_tăng_nhẹ_gần_1%_lên_hơn_80_điểm._",number_Vn-Index_của_tăng_number_%_trong_tăng_number_%_lên_number_điểm_
"_Chốt_phiên_giao_dịch_ngày_5/3,_VN-Index_giảm_gần_28_điểm,_tương_đương_2,47%,_chỉ_còn_1.093_tỷ_-_một_lần_nữa_về_dưới_ngưỡng_1.100_điểm._",phiên_giao_dịch_number_number_VN-Index_giảm_number_điểm_tư_đương_number_%_number_tỷ_number_điểm_
"_Chốt_phiên_giao_dịch_hôm_nay_(2/4),_VN-Index_tăng_22,15_điểm_(tương_đương_1,89%)_lên_gần_1.197_điểm,_tiếp_tục_xác_lập_kỷ_lục_mới_về_giá_đóng_cửa._",phiên_giao_dịch_number_number_VN-Index_tăng_number_điểm_tư_đương_number_%_lên_number_điểm_cửa_
"_Giao_dịch_kém_sôi_động_về_cuối_phiên_giúp_VN-Index_thu_hẹp_mức_giảm_còn_khoảng_6_điểm,_xuống_xấp_xỉ_1.049_điểm._",dịch_phiên_VN-Index_mức_giảm_number_điểm_number_điểm_
"_VN-Index_chốt_phiên_tại_mốc_xấp_xỉ_966_điểm,_lấy_lại_hơn_12_điểm_đánh_mất_trong_những_phiên_giao_dịch_đầu_tuần._",VN-Index_phiên_number_điểm_number_điểm_trong_phiên_giao_dịch_đầu_
"_VN-Index_chốt_phiên_giao_dịch_hôm_qua_(25/12)_với_mức_tăng_2,04_điểm,_vượt_mốc_960_điểm_giữa_lúc_khối_ngoại_bán_ròng_trở_lại._NHÓM_104_",VN-Index_phiên_giao_dịch_number_number_với_mức_tăng_number_điểm_number_điểm_NHÓM_number_
"_Vn-Index_chốt_tại_247,85_điểm_sau_khi_nhích_nhẹ_2,15_điểm_(0,87%)._",Vn-Index_number_điểm_number_điểm_number_%_
"_Vn-Index_mất_tổng_cộng_6,79_điểm,_chốt_tại_381,78_điểm._",Vn-Index_number_điểm_number_điểm_
"_Vn-Index_chốt_phiên_tại_423,43_điểm,_giảm_nhẹ_0,46_điểm._",Vn-Index_phiên_number_điểm_giảm_number_điểm_
"_Vn-Index_mất_tổng_cộng_5,74_điểm,_chốt_tại_449,91_điểm._",Vn-Index_number_điểm_number_điểm_
"_Vn-Index_tăng_4,48_điểm,_chốt_tại_537_điểm._",Vn-Index_tăng_number_điểm_number_điểm_
"_Vn-Index_tăng_nhẹ_0,71_điểm,_chốt_tại_574,48_điểm._",Vn-Index_tăng_number_điểm_number_điểm_
"_Vn-Index_tăng_6,57_điểm,_chốt_tại_565,61_điểm._",Vn-Index_tăng_number_điểm_number_điểm_
"_Vn-Index_tăng_1,34_điểm_và_chốt_tại_mốc_590,69_điểm._",Vn-Index_tăng_number_điểm_và_number_điểm_
"_Chốt_phiên,_Vn-Index_tăng_nhẹ_0,69_điểm,_chốt_tại_590,37_điểm._",phiên_Vn-Index_tăng_number_điểm_number_điểm_
"_Vn-Index_tích_lũy_thêm_3,08_điểm,_chốt_tại_589,31_điểm._NHÓM_105_",Vn-Index_number_điểm_number_điểm_NHÓM_number_
"_Cụ_thể,_phiên_ngày_31/7,_số_mã_giảm_giá_nhiều_hơn_tăng_nhưng_sự_đồng_thuận_của_những_blue-chip_như_DHG,_DPM,_FPT,_HPG..._đã_tiếp_sức_cho_Vn-Index_bứt_phá_thành_công_mốc_450_điểm._",phiên_number_number_giảm_tăng_đồng_của_Vn-Index_number_điểm_
"_Mặc_dù_FPT,_DPM,_REE..._tăng_điểm_nhưng_sự_đi_xuống_của_SSI_và_STB_dấy_lên_nỗi_lo_cho_nhà_đầu_tư_về_phiên_giảm_điểm_của_Vn-Index._",tăng_điểm_của_và_lên_nhà_đầu_tư_phiên_giảm_điểm_của_Vn-Index_
"_Kiên_trì_ở_thế_đi_lên_nhưng_những_blue-chip_như_DPM,_PPC,_VNM,_STB_không_đủ_sức_kéo_Vn-Index_trở_lại_đường_ray_tăng_điểm_trước_áp_lực_bán_tháo_ở_hầu_hết_các_mã._",lên_Vn-Index_tăng_điểm_
"_Diễn_biến_đó,_khiến_nhiều_mã_rớt_giá,_trong_đó,_có_cả_sự_góp_mặt_của_blue-chip_HPG,_ITA,_kéo_tốc_độ_tăng_của_Vn-Index_hãm_xuống,_còn_331,46_điểm_sau_đợt_2._",trong_có_của_tăng_của_Vn-Index_number_điểm_đợt_number_
"_Ngay_cả_các_cổ_phiếu_hiếm_như_LBM,_BMC,_hay_TCT,_đã_từng_luôn_tăng_trần_mỗi_khi_Vn-Index_đi_lên,_cũng_chỉ_lình_xình_hoặc_giảm_điểm_nhẹ._",cổ_phiếu_tăng_Vn-Index_lên_giảm_điểm_
"_Sau_khi_chạm_vào_ngưỡng_thấp_nhất_trong_ngày_455_điểm,_Vn-Index_đã_bật_trở_lại_với_sức_cầu_khá_tốt_đối_với_STB,_SSI_cùng_một_loạt_cổ_phiếu_blue-chip_khác._",và_trong_number_điểm_Vn-Index_với_với_cổ_phiếu_
"_Các_blue-chip_phiên_này_đã_thể_hiện_vai_trò_rõ_nét_hơn,_trong_đó_VNM,_HAG_và_SJS_đều_tăng_trần_từ_đầu_phiên_và_dẫn_dắt_đà_đi_lên_của_Vn-Index._",phiên_trong_và_tăng_đầu_phiên_và_lên_của_Vn-Index_
"_Chỉ_số_Vn-Index_giảm_nhẹ_0,37_điểm_trong_đợt_khớp_lệnh_mở_cửa_khi_một_số_mã_blue-chip_(đặc_biệt_thuộc_nhóm_ngành_bất_động_sản)_như_HAG,_KBC,_NTL,_REE_và_SAM_đồng_loạt_giảm_giá._",Vn-Index_giảm_number_điểm_trong_đợt_khớp_lệnh_cửa_và_đồng_giảm_
"_Một_số_blue-chip_hồi_phục_ngay_trong_phiên_cộng_với_đà_tăng_sẵn_có_ở_nhiều_penny_giúp_Vn-Index_quay_đầu_khi_gần_đóng_cửa_như:_CTG,_VIC,_STB,_FPT,_OGC._",trong_phiên_với_tăng_có_Vn-Index_đầu_cửa_
"_Một_số_trụ_cột_tăng_giá_(DPM,_HPG,_KBC,_PVD,_VPL),_riêng_BVH,_MSN,_PVF,_VPH_tăng_trần_đã_tác_động_tích_cực_đến_thị_trường,_giúp_Vn-Index_tăng_thêm_0,46%_trong_phiên_sáng_nay._",tăng_tăng_trường_Vn-Index_tăng_number_%_trong_phiên_
"_Nhiều_mã_dẫn_dắt_như_CTG,_PVD,_SSI,_VCB…_đồng_loạt_bật_chỉ_báo_đỏ_khiến_Vn-Index_giảm_gần_một_điểm,_về_462,51_điểm_vào_lúc_kết_thúc_khớp_lệnh_mở_cửa._",đồng_Vn-Index_giảm_điểm_number_điểm_và_khớp_lệnh_cửa_
"_Bước_sang_khớp_lệnh_liên_tục,_Vn-Index_bất_ngờ_quay_đầu_tăng_điểm_nhẹ_khi_MSN_tiếp_tục_tăng_trần,_VNM,_BVH…_cũng_bật_xanh_trở_lại_với_mức_tăng_1.000_-_2.000_đồng._",khớp_lệnh_Vn-Index_đầu_tăng_điểm_tăng_với_mức_tăng_number_number_đồng_
"_Lực_đỡ_từ_các_blue-chip_này_cùng_với_đà_tăng_giá_của_một_số_cổ_phiếu_nhỏ_khiến_Vn-Index_bất_ngờ_tăng_0,83_điểm,_lên_454,57_điểm_ngay_trước_khi_bước_sang_đợt_2._",với_tăng_của_cổ_phiếu_Vn-Index_tăng_number_điểm_lên_number_điểm_đợt_number_
"_Tuy_vậy_nhờ_việc_BVH,_MSN_và_VIC_tiếp_tục_tăng_trần,_Vn-Index_vẫn_tăng_nhẹ_1,28_điểm,_lên_412,1_điểm_trong_khi_toàn_thị_trường_có_đến_152_mã_giảm_(96_mã_giảm_sàn)._",và_tăng_Vn-Index_tăng_number_điểm_lên_number_điểm_trong_trường_có_number_giảm_number_giảm_
"_Tuy_nhiên_một_số_blue-chip_khác_như_CTG,_HAG,_HPG,_ITA,_KBC,_SSI_lại_tăng_nhẹ_đã_ngăn_cho_Vn-Index_không_bị_giảm_sâu_và_loanh_quanh_ở_ngưỡng_443-444_điểm._",tăng_Vn-Index_giảm_và_number_number_điểm_
"_Bước_vào_nửa_cuối_phiên,_các_cổ_phiếu_chủ_chốt_như_MSN,_VIC,_FPT,_ITA,_HPG,_SSI…_đều_quay_về_giá_tham_chiếu_nhưng_Vn-Index_vẫn_giữ_được_đà_tăng._",và_phiên_cổ_phiếu_Vn-Index_tăng_
"_EIB,_MSN,_KDH,_KBC,_STB_giữ_mức_tăng_nhẹ_tới_cuối_ngày,_song_có_nhiều_cổ_phiếu_giảm_sâu_hơn_trong_phiên_chiều_khiến_Vn-Index_lùi_sát_về_mốc_430._",mức_tăng_có_cổ_phiếu_giảm_trong_phiên_Vn-Index_number_
"_Dù_càng_về_cuối_phiên,_MSN_bật_tăng_1.000_đồng,_CMD_lên_giá_500_đồng_nhưng_do_sắc_đỏ_bao_trùm_hầu_hết_các_blue-chip_khiến_Vn-Index_thiếu_lực_đỡ,_giảm_2,73_điểm,_xuống_411,75_điểm._",phiên_tăng_number_đồng_lên_number_đồng_Vn-Index_giảm_number_điểm_number_điểm_
"_Tới_gần_cuối_phiên_giao_dịch,_GMD,_ITA,_OGC_cũng_lần_lượt_leo_thang_để_chạm_trần,_tạo_đà_giúp_nhiều_blue-chip_khác_như_HAG,_HPG,_HSG.._giữ_vững_đà_tăng,_Vn-Index_tăng_1,12_điểm._",phiên_giao_tăng_Vn-Index_tăng_number_
"_Nhờ_rổ_VN30_có_phong_độ_tốt_với_96%_blue-chip_giữ_giá_và_đi_lên,_cộng_thêm_nhóm_midcap_và_penny_ồ_ạt_tăng_trần,_kết_phiên_sáng,_Vn-Index_tăng_7,44_điểm,_lên_487,92_điểm._",number_có_với_number_%_và_lên_và_tăng_phiên_Vn-Index_tăng_number_điểm_lên_number_điểm_
"_Ngay_lúc_mở_cửa,_Vn-Index_vẫn_tăng_2,12_điểm_nhưng_chỉ_ít_phút_sau_lại_đảo_chiều_do_sự_giảm_giá_ở_một_số_cổ_phiếu_trụ_cột_như_VCB,_FPT,_BVH,_MSN,_MBB._",cửa_Vn-Index_tăng_number_điểm_giảm_cổ_phiếu_
"_Trong_phiên_giao_dịch_sáng_nay_(7/7),_VIC_tăng_trần_với_dư_mua_hàng_trăm_nghìn_đơn_vị,_cùng_với_các_blue-chip_khác_trở_thành_trụ_đỡ_để_VN-Index_tăng_điểm._NHÓM_106_",phiên_giao_dịch_number_number_tăng_với_với_VN-Index_tăng_điểm_NHÓM_number_
"_Vn-Index_vượt_qua_ngưỡng_kháng_cự_420_đã_xuất_hiện_dấu_hiệu_suy_yếu""._NHÓM_107_",Vn-Index_number_NHÓM_number_
"_Chỉ_số_VN-Index_giảm_nhẹ_-0,25_điểm_(-0,13%)_xuống_còn_198,52_điểm._",VN-Index_giảm_number_điểm_number_%_number_điểm_
"_Kết_quả_cuối_cùng,_chỉ_số_Vn-Index_giảm_nhẹ_(0,14%)_xuống_còn_194,06_điểm._",Vn-Index_giảm_number_%_number_điểm_
"_Chỉ_số_Vn-Index_giảm_nhẹ,_xuống_còn_178,94_điểm._",Vn-Index_giảm_number_điểm_
"_Chỉ_số_Vn-Index_giảm_nhẹ,_xuống_còn_175,54_điểm_(-0,11%)._",Vn-Index_giảm_number_điểm_number_%_
"_Chỉ_số_VN-Index_giảm_nhẹ,_xuống_184,18_điểm._",VN-Index_giảm_number_điểm_
"_Chỉ_số_VN-Index_giảm_nhẹ,_xuống_còn_164,28_điểm._",VN-Index_giảm_number_điểm_
"_Chỉ_số_VN-Index_tụt_mạnh,_xuống_còn_139,64_điểm._",VN-Index_number_điểm_
"_Chỉ_số_VN-Index_giảm_nhẹ,_xuống_còn_151,97_điểm._",VN-Index_giảm_number_điểm_
"_Chỉ_số_VN-Index_giảm_nhẹ,_xuống_còn_152,54_điểm._",VN-Index_giảm_number_điểm_
_Chỉ_số_Vn-Index_tiếp_tục_mất_điểm_mạnh._,Vn-Index_điểm_
"_Chỉ_số_Vn-Index_giảm_mạnh_19,26_điểm_xuống_còn_549,73_điểm._",Vn-Index_giảm_number_điểm_number_điểm_
"_Còn_Vn-Index_đảo_chiều_giảm_nhẹ_0,42_điểm,_xuống_505,25_điểm._NHÓM_108_",Vn-Index_giảm_number_điểm_number_điểm_NHÓM_number_
"_Kết_phiên_sáng,_MBB_và_VSH_cùng_tăng_trần_tạo_lực_đỡ_giúp_Vn-Index_tăng_0,9_điểm,_lên_389,32_điểm,_sang_tay_34,6_triệu_cổ_phiếu,_ứng_với_553,5_tỷ_đồng._",phiên_và_tăng_Vn-Index_tăng_number_điểm_lên_number_điểm_number_triệu_cổ_phiếu_với_number_tỷ_đồng_
"_Cuối_phiên_sáng,_HAG,_BVH_và_VIC_bật_tăng_700-1.500_đồng_mỗi_cổ_phiếu_giúp_Vn-Index_cộng_1,72_điểm,_lên_388,41_điểm,_mua_bán_23,8_triệu_cổ_phiếu,_đạt_318,9_tỷ_đồng._",phiên_và_tăng_number_number_đồng_cổ_phiếu_Vn-Index_number_điểm_lên_number_điểm_number_triệu_cổ_phiếu_number_tỷ_đồng_
"_Cuối_phiên_sáng,_VNM_bật_xanh_trở_lại,_VIC,_MSN,_DRC_duy_trì_phong_độ_giúp_Vn-Index_tăng_0,44_điểm,_lên_397,22_điểm,_sang_tay_31,7_triệu_cổ_phiếu,_ứng_với_463,7_tỷ_đồng._",phiên_Vn-Index_tăng_number_điểm_lên_number_điểm_number_triệu_cổ_phiếu_với_number_tỷ_đồng_
"_Kết_phiên_sáng,_sàn_TP_HCM_có_hơn_100_mã_bật_xanh_kéo_Vn-Index_tăng_1,08_điểm,_lên_411,05_điểm,_mua_bán_34,7_triệu_cổ_phiếu,_ứng_với_438,4_tỷ_đồng._",phiên_có_number_Vn-Index_tăng_number_điểm_lên_number_điểm_number_triệu_cổ_phiếu_với_number_tỷ_đồng_
"_Khép_phiên_sáng_với_hơn_120_mã_mất_giá_nhưng_nhờ_rổ_VN30_kịp_thời_lấy_lại_phong_độ,_Vn-Index_tăng_1,66_điểm,_lên_481,26_điểm,_giao_dịch_54,9_triệu_cổ_phiếu,_tương_đương_743,76_tỷ_đồng._",phiên_với_number_number_Vn-Index_tăng_number_điểm_lên_number_điểm_giao_dịch_number_triệu_cổ_phiếu_tư_đương_number_tỷ_đồng_
"_Cuối_phiên_sáng,_BVH,_GAS,_REE,_HSG_tiếp_tục_dâng_cao_kéo_Vn-Index_tăng_4,22_điểm,_lên_487,64_điểm,_giao_dịch_34,11_triệu_cổ_phiếu,_tương_đương_hơn_519_tỷ_đồng._",phiên_Vn-Index_tăng_number_điểm_lên_number_điểm_giao_dịch_number_triệu_cổ_phiếu_tư_đương_number_tỷ_đồng_
"_Chốt_phiên_sáng,_GAS_giữ_được_phong_độ_cao,_CTG,_FPT_tăng_nhẹ,_KDC_cộng_1.100_đồng_giúp_Vn-Index_tăng_nhẹ_0,47_điểm,_lên_508,25_điểm,_chuyển_nhượng_42,8_triệu_cổ_phiếu,_tương_đương_531,27_tỷ_đồng._",phiên_tăng_number_đồng_Vn-Index_tăng_number_điểm_lên_number_điểm_number_triệu_cổ_phiếu_tư_đương_number_tỷ_đồng_
"_VIC_tiến_sát_giá_trần,_tăng_4.000_đồng,_đóng_cửa_đạt_70.000_đồng_một_cổ_phiếu_và_trở_thành_động_lực_kéo_Vn-Index_vươn_lên_trong_phiên_ngày_hôm_nay._",tăng_number_đồng_cửa_number_đồng_cổ_phiếu_và_Vn-Index_lên_trong_phiên_
"_Nghỉ_giữa_phiên_với_119_mã_tăng_giá_với_lực_đỡ_mạnh_mẽ_từ_cổ_phiếu_lớn,_Vn-Index_cộng_6,08_điểm,_lên_523,06_điểm,_giao_dịch_58,2_triệu_cổ_phiếu,_trị_giá_881,57_tỷ_đồng._",phiên_với_number_tăng_với_cổ_phiếu_Vn-Index_number_điểm_lên_number_điểm_giao_dịch_number_triệu_cổ_phiếu_number_tỷ_đồng_
